"county","cbsa10","cbsatype10","cntyname","cbsaname10","pop10","afact"
"county","cbsa10","cbsatype10","cntyname","2010 CBSA Name","Total Pop, 2010 census","county to cbsatype10 alloc factor"
"08013","14500","Metro","Boulder CO","Boulder, CO Metropolitan Statistical Area",294567,1 
"08014","19740","Metro","Broomfield CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",55889,1 
"08015","99999"," ","Chaffee CO","99999",17809,1 
"08017","99999"," ","Cheyenne CO","99999",1836,1 
"08019","19740","Metro","Clear Creek CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",9088,1 
"08021","99999"," ","Conejos CO","99999",8256,1 
"08023","99999"," ","Costilla CO","99999",3524,1 
"08025","99999"," ","Crowley CO","99999",5823,1 
"08027","99999"," ","Custer CO","99999",4255,1 
"08029","99999"," ","Delta CO","99999",30952,1 
"08031","19740","Metro","Denver CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",600158,1 
"08033","99999"," ","Dolores CO","99999",2064,1 
"08035","19740","Metro","Douglas CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",285465,1 
"08037","20780","Micro","Eagle CO","Edwards, CO Micropolitan Statistical Area",52197,1 
"08039","19740","Metro","Elbert CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",23086,1 
"08041","17820","Metro","El Paso CO","Colorado Springs, CO Metropolitan Statistical Area",622263,1 
"08043","15860","Micro","Fremont CO","Cañon City, CO Micropolitan Statistical Area",46824,1 
"08045","99999"," ","Garfield CO","99999",56389,1 
"08047","19740","Metro","Gilpin CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",5441,1 
"08049","99999"," ","Grand CO","99999",14843,1 
"08051","99999"," ","Gunnison CO","99999",15324,1 
"08053","99999"," ","Hinsdale CO","99999",843,1 
"08055","99999"," ","Huerfano CO","99999",6711,1 
"08057","99999"," ","Jackson CO","99999",1394,1 
"08059","19740","Metro","Jefferson CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",534543,1 
"08061","99999"," ","Kiowa CO","99999",1398,1 
"08063","99999"," ","Kit Carson CO","99999",8270,1 
"08065","20780","Micro","Lake CO","Edwards, CO Micropolitan Statistical Area",7310,1 
"08067","20420","Micro","La Plata CO","Durango, CO Micropolitan Statistical Area",51334,1 
"08069","22660","Metro","Larimer CO","Fort Collins-Loveland, CO Metropolitan Statistical Area",299630,1 
"08071","99999"," ","Las Animas CO","99999",15507,1 
"08073","99999"," ","Lincoln CO","99999",5467,1 
"08075","44540","Micro","Logan CO","Sterling, CO Micropolitan Statistical Area",22709,1 
"08077","24300","Metro","Mesa CO","Grand Junction, CO Metropolitan Statistical Area",146723,1 
"08079","99999"," ","Mineral CO","99999",712,1 
"08081","99999"," ","Moffat CO","99999",13795,1 
"08083","99999"," ","Montezuma CO","99999",25535,1 
"08085","33940","Micro","Montrose CO","Montrose, CO Micropolitan Statistical Area",41276,1 
"08087","22820","Micro","Morgan CO","Fort Morgan, CO Micropolitan Statistical Area",28159,1 
"08089","99999"," ","Otero CO","99999",18831,1 
"08091","99999"," ","Ouray CO","99999",4436,1 
"08093","19740","Metro","Park CO","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",16206,1 
"08095","99999"," ","Phillips CO","99999",4442,1 
"08097","99999"," ","Pitkin CO","99999",17148,1 
"08099","99999"," ","Prowers CO","99999",12551,1 
"08101","39380","Metro","Pueblo CO","Pueblo, CO Metropolitan Statistical Area",159063,1 
"08103","99999"," ","Rio Blanco CO","99999",6666,1 
"08105","99999"," ","Rio Grande CO","99999",11982,1 
"08107","99999"," ","Routt CO","99999",23509,1 
"08109","99999"," ","Saguache CO","99999",6108,1 
"08111","99999"," ","San Juan CO","99999",699,1 
"08113","99999"," ","San Miguel CO","99999",7359,1 
"08115","99999"," ","Sedgwick CO","99999",2379,1 
"08117","43540","Micro","Summit CO","Silverthorne, CO Micropolitan Statistical Area",27994,1 
"08119","17820","Metro","Teller CO","Colorado Springs, CO Metropolitan Statistical Area",23350,1 
"08121","99999"," ","Washington CO","99999",4814,1 
"08123","24540","Metro","Weld CO","Greeley, CO Metropolitan Statistical Area",252825,1 
"08125","99999"," ","Yuma CO","99999",10043,1 
"09001","14860","Metro","Fairfield CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",916829,1 
"09003","25540","Metro","Hartford CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",894014,1 
"09005","45860","Micro","Litchfield CT","Torrington, CT Micropolitan Statistical Area",189927,1 
"09007","25540","Metro","Middlesex CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",165676,1 
"09009","35300","Metro","New Haven CT","New Haven-Milford, CT Metropolitan Statistical Area",862477,1 
"09011","35980","Metro","New London CT","Norwich-New London, CT Metropolitan Statistical Area",274055,1 
"09013","25540","Metro","Tolland CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",152691,1 
"09015","48740","Micro","Windham CT","Willimantic, CT Micropolitan Statistical Area",118428,1 
"10001","20100","Metro","Kent DE","Dover, DE Metropolitan Statistical Area",162310,1 
"10003","37980","Metro","New Castle DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",538479,1 
"10005","42580","Micro","Sussex DE","Seaford, DE Micropolitan Statistical Area",197145,1 
"11001","47900","Metro","District of Columbia DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",601723,1 
"12001","23540","Metro","Alachua FL","Gainesville, FL Metropolitan Statistical Area",247336,1 
"12003","27260","Metro","Baker FL","Jacksonville, FL Metropolitan Statistical Area",27115,1 
"12005","37460","Metro","Bay FL","Panama City-Lynn Haven-Panama City Beach, FL Metropolitan Statistical Area",168852,1 
"12007","99999"," ","Bradford FL","99999",28520,1 
"12009","37340","Metro","Brevard FL","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",543376,1 
"12011","33100","Metro","Broward FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",1748066,1 
"12013","99999"," ","Calhoun FL","99999",14625,1 
"12015","39460","Metro","Charlotte FL","Punta Gorda, FL Metropolitan Statistical Area",159978,1 
"12017","26140","Micro","Citrus FL","Homosassa Springs, FL Micropolitan Statistical Area",141236,1 
"12019","27260","Metro","Clay FL","Jacksonville, FL Metropolitan Statistical Area",190865,1 
"12021","34940","Metro","Collier FL","Naples-Marco Island, FL Metropolitan Statistical Area",321520,1 
"12023","29380","Micro","Columbia FL","Lake City, FL Micropolitan Statistical Area",67531,1 
"12027","11580","Micro","DeSoto FL","Arcadia, FL Micropolitan Statistical Area",34862,1 
"12029","99999"," ","Dixie FL","99999",16422,1 
"12031","27260","Metro","Duval FL","Jacksonville, FL Metropolitan Statistical Area",864263,1 
"12033","37860","Metro","Escambia FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",297619,1 
"12035","37380","Metro","Flagler FL","Palm Coast, FL Metropolitan Statistical Area",95696,1 
"12037","99999"," ","Franklin FL","99999",11549,1 
"12039","45220","Metro","Gadsden FL","Tallahassee, FL Metropolitan Statistical Area",46389,1 
"12041","23540","Metro","Gilchrist FL","Gainesville, FL Metropolitan Statistical Area",16939,1 
"12043","99999"," ","Glades FL","99999",12884,1 
"12045","99999"," ","Gulf FL","99999",15863,1 
"12047","99999"," ","Hamilton FL","99999",14799,1 
"12049","48100","Micro","Hardee FL","Wauchula, FL Micropolitan Statistical Area",27731,1 
"12051","17500","Micro","Hendry FL","Clewiston, FL Micropolitan Statistical Area",39140,1 
"12053","45300","Metro","Hernando FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",172778,1 
"12055","42700","Micro","Highlands FL","Sebring, FL Micropolitan Statistical Area",98786,1 
"12057","45300","Metro","Hillsborough FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",1229226,1 
"12059","99999"," ","Holmes FL","99999",19927,1 
"12061","42680","Metro","Indian River FL","Sebastian-Vero Beach, FL Metropolitan Statistical Area",138028,1 
"12063","99999"," ","Jackson FL","99999",49746,1 
"12065","45220","Metro","Jefferson FL","Tallahassee, FL Metropolitan Statistical Area",14761,1 
"12067","99999"," ","Lafayette FL","99999",8870,1 
"12069","36740","Metro","Lake FL","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",297052,1 
"12071","15980","Metro","Lee FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area",618754,1 
"12073","45220","Metro","Leon FL","Tallahassee, FL Metropolitan Statistical Area",275487,1 
"12075","99999"," ","Levy FL","99999",40801,1 
"12077","99999"," ","Liberty FL","99999",8365,1 
"12079","99999"," ","Madison FL","99999",19224,1 
"12081","35840","Metro","Manatee FL","North Port-Bradenton-Sarasota, FL Metropolitan Statistical Area",322833,1 
"12083","36100","Metro","Marion FL","Ocala, FL Metropolitan Statistical Area",331298,1 
"12085","38940","Metro","Martin FL","Port St. Lucie, FL Metropolitan Statistical Area",146318,1 
"12086","33100","Metro","Miami-Dade FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",2496435,1 
"12087","28580","Micro","Monroe FL","Key West, FL Micropolitan Statistical Area",73090,1 
"12089","27260","Metro","Nassau FL","Jacksonville, FL Metropolitan Statistical Area",73314,1 
"12091","18880","Metro","Okaloosa FL","Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",180822,1 
"12093","36380","Micro","Okeechobee FL","Okeechobee, FL Micropolitan Statistical Area",39996,1 
"12095","36740","Metro","Orange FL","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",1145956,1 
"12097","36740","Metro","Osceola FL","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",268685,1 
"12099","33100","Metro","Palm Beach FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",1320134,1 
"12101","45300","Metro","Pasco FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",464697,1 
"12103","45300","Metro","Pinellas FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",916542,1 
"12105","29460","Metro","Polk FL","Lakeland-Winter Haven, FL Metropolitan Statistical Area",602095,1 
"12107","37260","Micro","Putnam FL","Palatka, FL Micropolitan Statistical Area",74364,1 
"12109","27260","Metro","St. Johns FL","Jacksonville, FL Metropolitan Statistical Area",190039,1 
"12111","38940","Metro","St. Lucie FL","Port St. Lucie, FL Metropolitan Statistical Area",277789,1 
"12113","37860","Metro","Santa Rosa FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",151372,1 
"12115","35840","Metro","Sarasota FL","North Port-Bradenton-Sarasota, FL Metropolitan Statistical Area",379448,1 
"12117","36740","Metro","Seminole FL","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",422718,1 
"12119","45540","Micro","Sumter FL","The Villages, FL Micropolitan Statistical Area",93420,1 
"12121","99999"," ","Suwannee FL","99999",41551,1 
"12123","99999"," ","Taylor FL","99999",22570,1 
"12125","99999"," ","Union FL","99999",15535,1 
"12127","19660","Metro","Volusia FL","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",494593,1 
"12129","45220","Metro","Wakulla FL","Tallahassee, FL Metropolitan Statistical Area",30776,1 
"12131","99999"," ","Walton FL","99999",55043,1 
"12133","99999"," ","Washington FL","99999",24896,1 
"13001","99999"," ","Appling GA","99999",18236,1 
"13003","20060","Micro","Atkinson GA","Douglas, GA Micropolitan Statistical Area",8375,1 
"13005","99999"," ","Bacon GA","99999",11096,1 
"13007","10500","Metro","Baker GA","Albany, GA Metropolitan Statistical Area",3451,1 
"13009","33300","Micro","Baldwin GA","Milledgeville, GA Micropolitan Statistical Area",45720,1 
"13011","99999"," ","Banks GA","99999",18395,1 
"13013","12060","Metro","Barrow GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",69367,1 
"13015","12060","Metro","Bartow GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",100157,1 
"13017","22340","Micro","Ben Hill GA","Fitzgerald, GA Micropolitan Statistical Area",17634,1 
"13019","99999"," ","Berrien GA","99999",19286,1 
"13021","31420","Metro","Bibb GA","Macon, GA Metropolitan Statistical Area",155547,1 
"13023","99999"," ","Bleckley GA","99999",13063,1 
"13025","15260","Metro","Brantley GA","Brunswick, GA Metropolitan Statistical Area",18411,1 
"13027","46660","Metro","Brooks GA","Valdosta, GA Metropolitan Statistical Area",16243,1 
"13029","42340","Metro","Bryan GA","Savannah, GA Metropolitan Statistical Area",30233,1 
"13031","44340","Micro","Bulloch GA","Statesboro, GA Micropolitan Statistical Area",70217,1 
"13033","12260","Metro","Burke GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",23316,1 
"13035","12060","Metro","Butts GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",23655,1 
"13037","99999"," ","Calhoun GA","99999",6694,1 
"13039","41220","Micro","Camden GA","St. Marys, GA Micropolitan Statistical Area",50513,1 
"13043","99999"," ","Candler GA","99999",10998,1 
"13045","12060","Metro","Carroll GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",110527,1 
"13047","16860","Metro","Catoosa GA","Chattanooga, TN-GA Metropolitan Statistical Area",63942,1 
"13049","99999"," ","Charlton GA","99999",12171,1 
"13051","42340","Metro","Chatham GA","Savannah, GA Metropolitan Statistical Area",265128,1 
"13053","17980","Metro","Chattahoochee GA","Columbus, GA-AL Metropolitan Statistical Area",11267,1 
"13055","44900","Micro","Chattooga GA","Summerville, GA Micropolitan Statistical Area",26015,1 
"13057","12060","Metro","Cherokee GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",214346,1 
"13059","12020","Metro","Clarke GA","Athens-Clarke County, GA Metropolitan Statistical Area",116714,1 
"13061","99999"," ","Clay GA","99999",3183,1 
"13063","12060","Metro","Clayton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",259424,1 
"13065","99999"," ","Clinch GA","99999",6798,1 
"13067","12060","Metro","Cobb GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",688078,1 
"13069","20060","Micro","Coffee GA","Douglas, GA Micropolitan Statistical Area",42356,1 
"13071","34220","Micro","Colquitt GA","Moultrie, GA Micropolitan Statistical Area",45498,1 
"13073","12260","Metro","Columbia GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",124053,1 
"13075","99999"," ","Cook GA","99999",17212,1 
"13077","12060","Metro","Coweta GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",127317,1 
"13079","31420","Metro","Crawford GA","Macon, GA Metropolitan Statistical Area",12630,1 
"13081","18380","Micro","Crisp GA","Cordele, GA Micropolitan Statistical Area",23439,1 
"13083","16860","Metro","Dade GA","Chattanooga, TN-GA Metropolitan Statistical Area",16633,1 
"13085","12060","Metro","Dawson GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",22330,1 
"13087","12460","Micro","Decatur GA","Bainbridge, GA Micropolitan Statistical Area",27842,1 
"13089","12060","Metro","DeKalb GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",691893,1 
"13091","99999"," ","Dodge GA","99999",21796,1 
"13093","99999"," ","Dooly GA","99999",14918,1 
"13095","10500","Metro","Dougherty GA","Albany, GA Metropolitan Statistical Area",94565,1 
"13097","12060","Metro","Douglas GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",132403,1 
"13099","99999"," ","Early GA","99999",11008,1 
"13101","46660","Metro","Echols GA","Valdosta, GA Metropolitan Statistical Area",4034,1 
"13103","42340","Metro","Effingham GA","Savannah, GA Metropolitan Statistical Area",52250,1 
"13105","99999"," ","Elbert GA","99999",20166,1 
"13107","99999"," ","Emanuel GA","99999",22598,1 
"13109","99999"," ","Evans GA","99999",11000,1 
"13111","99999"," ","Fannin GA","99999",23682,1 
"13113","12060","Metro","Fayette GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",106567,1 
"13115","40660","Metro","Floyd GA","Rome, GA Metropolitan Statistical Area",96317,1 
"13117","12060","Metro","Forsyth GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",175511,1 
"13119","99999"," ","Franklin GA","99999",22084,1 
"13121","12060","Metro","Fulton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",920581,1 
"13123","99999"," ","Gilmer GA","99999",28292,1 
"13125","99999"," ","Glascock GA","99999",3082,1 
"13127","15260","Metro","Glynn GA","Brunswick, GA Metropolitan Statistical Area",79626,1 
"13129","15660","Micro","Gordon GA","Calhoun, GA Micropolitan Statistical Area",55186,1 
"13131","99999"," ","Grady GA","99999",25011,1 
"13133","99999"," ","Greene GA","99999",15994,1 
"13135","12060","Metro","Gwinnett GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",805321,1 
"13137","18460","Micro","Habersham GA","Cornelia, GA Micropolitan Statistical Area",43041,1 
"13139","23580","Metro","Hall GA","Gainesville, GA Metropolitan Statistical Area",179684,1 
"13141","33300","Micro","Hancock GA","Milledgeville, GA Micropolitan Statistical Area",9429,1 
"13143","12060","Metro","Haralson GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",28780,1 
"13145","17980","Metro","Harris GA","Columbus, GA-AL Metropolitan Statistical Area",32024,1 
"13147","99999"," ","Hart GA","99999",25213,1 
"13149","12060","Metro","Heard GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",11834,1 
"13151","12060","Metro","Henry GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",203922,1 
"13153","47580","Metro","Houston GA","Warner Robins, GA Metropolitan Statistical Area",139900,1 
"13155","22340","Micro","Irwin GA","Fitzgerald, GA Micropolitan Statistical Area",9538,1 
"13157","99999"," ","Jackson GA","99999",60485,1 
"13159","12060","Metro","Jasper GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",13900,1 
"13161","99999"," ","Jeff Davis GA","99999",15068,1 
"13163","99999"," ","Jefferson GA","99999",16930,1 
"13165","99999"," ","Jenkins GA","99999",8340,1 
"13167","20140","Micro","Johnson GA","Dublin, GA Micropolitan Statistical Area",9980,1 
"13169","31420","Metro","Jones GA","Macon, GA Metropolitan Statistical Area",28669,1 
"13171","12060","Metro","Lamar GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",18317,1 
"13173","46660","Metro","Lanier GA","Valdosta, GA Metropolitan Statistical Area",10078,1 
"13175","20140","Micro","Laurens GA","Dublin, GA Micropolitan Statistical Area",48434,1 
"13177","10500","Metro","Lee GA","Albany, GA Metropolitan Statistical Area",28298,1 
